timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,cloud_provider,cloud_region
2026-02-03T15:44:27,tinyllama_optimized_test,64e003ab-c19f-4a73-a8be-b883fa19c668,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.549735208000129,2.483612607460155e-09,6.996613724490701e-10,0.1892,0.0,3.0,3.7429481986101174e-08,0.0,5.933525000000372e-07,6.307819819861384e-07,0.0,Canada,CAN,quebec,macOS-26.2-arm64-arm-64bit-Mach-O,3.14.2,3.2.1,10,Apple M4,1,Apple M4,-71.2,46.8,16.0,machine,0.0,0,0.0,0.0,N,1.0,0.0,,
2026-02-03T17:00:36,ecoprompt,c758c3bd-a754-403c-8c76-9975604aac4f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,56.92100754199964,6.528316458701321e-07,1.1469080995947494e-08,4.3559991207594155,11.206693899782135,3.0,3.8349842252997315e-05,0.00010025611585888856,2.7198659825833904e-05,0.00016580461793771966,0.0,Canada,CAN,quebec,macOS-26.2-arm64-arm-64bit-Mach-O,3.14.2,3.2.1,10,Apple M4,1,Apple M4,-71.2,46.8,16.0,machine,10.097999999999999,0,82.206,7.261584167480469,N,1.0,0.0,,
